Date,Episode,Hour,Action,Battery_Energy,System_Loss
2024-12-03,8,6,"[0.755352258682251, -0.2930108904838562, 0.07348312437534332, -0.3546319901943207, 0.4956405460834503]",0.8,1.6824787339546794
2024-12-03,8,7,"[0.7711224555969238, -0.2479279786348343, 0.17304953932762146, -0.47953835129737854, 0.5019243359565735]",0.8,3.7184753156350094
2024-12-03,8,8,"[0.7691352367401123, -0.6166369318962097, 0.11289575695991516, -0.6144986152648926, 0.8890448212623596]",0.8,4.611362983978259
2024-12-03,8,9,"[0.8033010363578796, -0.6060531735420227, -0.14598959684371948, -0.6481278538703918, 0.9086466431617737]",0.8,5.588137694933533
2024-12-03,8,10,"[0.8855307698249817, -0.6159798502922058, -0.2121216356754303, -0.6029127240180969, 0.9404470920562744]",0.8,5.551361360996272
2024-12-03,8,11,"[0.8996930122375488, -0.5553878545761108, -0.1307021528482437, -0.5392124652862549, 0.944422721862793]",0.8,5.8348734324686955
2024-12-03,8,12,"[0.9415496587753296, -0.6012994050979614, 0.1718970239162445, -0.5389081835746765, 0.9599956274032593]",0.8,5.334418964746914
2024-12-03,8,13,"[0.9376043677330017, -0.5425603985786438, 0.14130350947380066, -0.5067309737205505, 0.9420680403709412]",0.8,5.828683440949787
2024-12-03,8,14,"[0.9378638863563538, -0.482694536447525, 0.15123988687992096, -0.5774028301239014, 0.9676192402839661]",0.8,6.003513173154303
2024-12-03,8,15,"[0.9562840461730957, -0.5888354182243347, 0.2991519570350647, -0.5446888208389282, 0.9570598602294922]",0.8,5.8891393387219715
2024-12-03,8,16,"[0.9692398309707642, -0.5466824173927307, 0.3572552800178528, -0.6236822605133057, 0.9566018581390381]",0.8,5.352031586806838
